"Date","GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted","Change"
2016-01-04,2038.19995117188,2038.19995117188,1989.68005371094,2012.66003417969,4304880000,2012.66003417969,-1.25306238857984
2016-01-05,2013.78002929688,2021.93994140625,2004.17004394531,2016.7099609375,3706620000,2016.7099609375,0.145494125376147
2016-01-06,2011.7099609375,2011.7099609375,1979.05004882812,1990.26000976562,4336660000,1990.26000976562,-1.06625465839414
2016-01-07,1985.31994628906,1985.31994628906,1938.82995605469,1943.08996582031,5076590000,1943.08996582031,-2.12711208325317
2016-01-08,1945.96997070312,1960.40002441406,1918.4599609375,1922.03002929688,4664940000,1922.03002929688,-1.23023180042187
2016-01-11,1926.11999511719,1935.65002441406,1901.09997558594,1923.67004394531,4607290000,1923.67004394531,-0.127196186015708
2016-01-12,1927.82995605469,1947.38000488281,1914.34997558594,1938.68005371094,4887260000,1938.68005371094,0.562814039805397
2016-01-13,1940.33996582031,1950.32995605469,1886.41003417969,1890.28002929688,5087030000,1890.28002929688,-2.57995698719084
2016-01-14,1891.68005371094,1934.46997070312,1878.93005371094,1921.83996582031,5241110000,1921.83996582031,1.59434530433462
2016-01-15,1916.68005371094,1916.68005371094,1857.82995605469,1880.32995605469,5468460000,1880.32995605469,-1.89651358795494
2016-01-19,1888.66003417969,1901.43994140625,1864.59997558594,1881.32995605469,4928350000,1881.32995605469,-0.388109982333783
2016-01-20,1876.18005371094,1876.18005371094,1812.2900390625,1859.32995605469,6416070000,1859.32995605469,-0.898106640827026
2016-01-21,1861.4599609375,1889.84997558594,1848.97998046875,1868.98999023438,5078810000,1868.98999023438,0.404522764652032
2016-01-22,1877.40002441406,1908.84997558594,1877.40002441406,1906.90002441406,4901760000,1906.90002441406,1.57132202068693
2016-01-25,1906.28002929688,1906.28002929688,1875.96997070312,1877.07995605469,4401380000,1877.07995605469,-1.53178299061119
2016-01-26,1878.7900390625,1906.72998046875,1878.7900390625,1903.63000488281,4357940000,1903.63000488281,1.32212569280532
2016-01-27,1902.52001953125,1916.98999023438,1872.69995117188,1882.94995117188,4754040000,1882.94995117188,-1.02863928676013
2016-01-28,1885.21997070312,1902.9599609375,1873.65002441406,1893.35998535156,4693010000,1893.35998535156,0.431780629047842
2016-01-29,1894,1940.23999023438,1894,1940.23999023438,5497570000,1940.23999023438,2.44139335978749
2016-02-01,1936.93994140625,1947.19995117188,1920.30004882812,1939.38000488281,4322530000,1939.38000488281,0.125975174779605
2016-02-02,1935.26000976562,1935.26000976562,1897.2900390625,1903.03002929688,4463190000,1903.03002929688,-1.66540828137369
2016-02-03,1907.06994628906,1918.01000976562,1872.22998046875,1912.53002929688,5172950000,1912.53002929688,0.286307432951643
2016-02-04,1911.67004394531,1927.34997558594,1900.52001953125,1915.44995117188,5193320000,1915.44995117188,0.197728014755178
2016-02-05,1913.06994628906,1913.06994628906,1872.65002441406,1880.05004882812,4929940000,1880.05004882812,-1.72601621414778
2016-02-08,1873.25,1873.25,1828.4599609375,1853.43994140625,5636460000,1853.43994140625,-1.05752348024823
2016-02-09,1848.4599609375,1868.25,1834.93994140625,1852.2099609375,5183220000,1852.2099609375,0.202871583872343
2016-02-10,1857.09997558594,1881.59997558594,1850.31994628906,1851.85998535156,4471170000,1851.85998535156,-0.2821598354026
2016-02-11,1847,1847,1810.09997558594,1829.07995605469,5500800000,1829.07995605469,-0.97022436087236
2016-02-12,1833.40002441406,1864.78002929688,1833.40002441406,1864.78002929688,4696920000,1864.78002929688,1.71157436811103
2016-02-16,1871.43994140625,1895.77001953125,1871.43994140625,1895.57995605469,4570670000,1895.57995605469,1.28991660989655
2016-02-17,1898.80004882812,1930.68005371094,1898.80004882812,1926.81994628906,5011540000,1926.81994628906,1.47566340532961
2016-02-18,1927.56994628906,1930,1915.08996582031,1917.82995605469,4436490000,1917.82995605469,-0.505298925889892
2016-02-19,1916.73999023438,1918.78002929688,1902.17004394531,1917.78002929688,4142850000,1917.78002929688,0.0542608318185518
2016-02-22,1924.43994140625,1946.69995117188,1924.43994140625,1945.5,4054710000,1945.5,1.09434740677647
2016-02-23,1942.38000488281,1942.38000488281,1919.43994140625,1921.27001953125,3890650000,1921.27001953125,-1.08681026876799
2016-02-24,1917.56005859375,1932.07995605469,1891,1929.80004882812,4317250000,1929.80004882812,0.638310658355663
2016-02-25,1931.86999511719,1951.82995605469,1925.41003417969,1951.69995117188,4118210000,1951.69995117188,1.02646431202968
2016-02-26,1954.94995117188,1962.9599609375,1945.78002929688,1948.05004882812,4348510000,1948.05004882812,-0.35294521681304
2016-02-29,1947.13000488281,1958.27001953125,1931.81005859375,1932.22998046875,4588180000,1932.22998046875,-0.765230075891068
2016-03-01,1937.08996582031,1978.34997558594,1937.08996582031,1978.34997558594,4819750000,1978.34997558594,2.12999966411743
2016-03-02,1976.59997558594,1986.51000976562,1968.80004882812,1986.44995117188,4666610000,1986.44995117188,0.498329237458257
2016-03-03,1985.59997558594,1993.68994140625,1977.36999511719,1993.40002441406,5081700000,1993.40002441406,0.392830828164331
2016-03-04,1994.01000976562,2009.13000488281,1986.77001953125,1999.98999023438,6049930000,1999.98999023438,0.299897214129476
2016-03-07,1996.10998535156,2006.11999511719,1989.38000488281,2001.76000976562,4968180000,2001.76000976562,0.283051758446436
2016-03-08,1996.88000488281,1996.88000488281,1977.43005371094,1979.26000976562,4641650000,1979.26000976562,-0.882376260671784
2016-03-09,1981.43994140625,1992.68994140625,1979.83996582031,1989.26000976562,4038120000,1989.26000976562,0.394665929355649
2016-03-10,1990.96997070312,2005.07995605469,1969.25,1989.56994628906,4376790000,1989.56994628906,-0.0703187107120491
2016-03-11,1994.7099609375,2022.36999511719,1994.7099609375,2022.18994140625,4078620000,2022.18994140625,1.37764291585703
2016-03-14,2019.27001953125,2024.56994628906,2012.05004882812,2019.64001464844,3487850000,2019.64001464844,0.0183232115372757
2016-03-15,2015.27001953125,2015.93994140625,2005.22998046875,2015.93005371094,3560280000,2015.93005371094,0.0327516498181729
2016-03-16,2014.23999023438,2032.02001953125,2010.0400390625,2027.21997070312,4057020000,2027.21997070312,0.64441082153471
2016-03-17,2026.90002441406,2046.23999023438,2022.16003417969,2040.58996582031,4530480000,2040.58996582031,0.6754127604398
2016-03-18,2041.16003417969,2052.36010742188,2041.16003417969,2049.580078125,6503140000,2049.580078125,0.412512679276341
2016-03-21,2047.88000488281,2053.90991210938,2043.14001464844,2051.60009765625,3376600000,2051.60009765625,0.18165579841434
2016-03-22,2048.63989257812,2056.60009765625,2040.56994628906,2049.80004882812,3418460000,2049.80004882812,0.056630560314824
2016-03-23,2048.55004882812,2048.55004882812,2034.85998535156,2036.7099609375,3639510000,2036.7099609375,-0.577974060111352
2016-03-24,2032.47998046875,2036.0400390625,2022.48999023438,2035.93994140625,3407720000,2035.93994140625,0.170233457192628
2016-03-28,2037.89001464844,2042.67004394531,2031.9599609375,2037.05004882812,2809090000,2037.05004882812,-0.0412174265674198
2016-03-29,2035.75,2055.90991210938,2028.31005859375,2055.01000976562,3822330000,2055.01000976562,0.946089144817635
2016-03-30,2058.27001953125,2072.2099609375,2058.27001953125,2063.94995117188,3590310000,2063.94995117188,0.275956584254118
2016-03-31,2063.77001953125,2067.919921875,2057.4599609375,2059.73999023438,3715280000,2059.73999023438,-0.195275115867336
2016-04-01,2056.6201171875,2075.07006835938,2043.97998046875,2072.78002929688,3749990000,2072.78002929688,0.785750950033215
2016-04-04,2073.18994140625,2074.02001953125,2062.57006835938,2066.1298828125,3485710000,2066.1298828125,-0.340540847355315
2016-04-05,2062.5,2062.5,2042.56005859375,2045.17004394531,4154920000,2045.17004394531,-0.840240293560606
2016-04-06,2045.56005859375,2067.330078125,2043.08996582031,2066.65991210938,3750800000,2066.65991210938,1.03149518524186
2016-04-07,2063.01000976562,2063.01000976562,2033.80004882812,2041.91003417969,3801250000,2041.91003417969,-1.0227762098127
2016-04-08,2045.5400390625,2060.6298828125,2041.68994140625,2047.59997558594,3359530000,2047.59997558594,0.100703798708413
2016-04-11,2050.22998046875,2062.92993164062,2041.88000488281,2041.98999023438,3567840000,2041.98999023438,-0.401905655115387
2016-04-12,2043.71997070312,2065.05004882812,2039.73999023438,2061.71997070312,4239740000,2061.71997070312,0.88074688597417
2016-04-13,2065.919921875,2083.17993164062,2065.919921875,2082.419921875,4191830000,2082.419921875,0.798675680760406
2016-04-14,2082.88989257812,2087.84008789062,2078.1298828125,2082.78002929688,3765870000,2082.78002929688,-0.00527456019837973
2016-04-15,2083.10009765625,2083.21997070312,2076.31005859375,2080.72998046875,3701450000,2080.72998046875,-0.113778362843278
2016-04-18,2078.830078125,2094.65991210938,2073.64990234375,2094.34008789062,3316880000,2094.34008789062,0.746093195823597
2016-04-19,2096.05004882812,2104.05004882812,2091.67993164062,2100.80004882812,3896830000,2100.80004882812,0.226616726191995
2016-04-20,2101.52001953125,2111.05004882812,2096.32006835938,2102.39990234375,4184880000,2102.39990234375,0.0418688760669651
2016-04-21,2102.09008789062,2103.78002929688,2088.52001953125,2091.47998046875,4175290000,2091.47998046875,-0.50474085211647
2016-04-22,2091.48999023438,2094.32006835938,2081.19995117188,2091.580078125,3790580000,2091.580078125,0.00430735461540051
2016-04-25,2089.3701171875,2089.3701171875,2077.52001953125,2087.7900390625,3319740000,2087.7900390625,-0.0756246158592017
2016-04-26,2089.84008789062,2096.8701171875,2085.80004882812,2091.69995117188,3557190000,2091.69995117188,0.0889954830528324
2016-04-27,2092.330078125,2099.88989257812,2082.31005859375,2095.14990234375,4100110000,2095.14990234375,0.134769568541352
2016-04-28,2090.92993164062,2099.30004882812,2071.6201171875,2075.81005859375,4309840000,2075.81005859375,-0.72311715558117
2016-04-29,2071.82006835938,2073.85009765625,2052.28002929688,2065.30004882812,4704720000,2065.30004882812,-0.314700085727669
2016-05-02,2067.169921875,2083.419921875,2066.11010742188,2081.42993164062,3841110000,2081.42993164062,0.689832491017025
2016-05-03,2077.17993164062,2077.17993164062,2054.88989257812,2063.3701171875,4173390000,2063.3701171875,-0.66483477154613
2016-05-04,2060.30004882812,2060.30004882812,2045.55004882812,2051.1201171875,4058560000,2051.1201171875,-0.445562851189876
2016-05-05,2052.94995117188,2060.22998046875,2045.77001953125,2050.6298828125,4008530000,2050.6298828125,-0.113011442780212
2016-05-06,2047.77001953125,2057.71997070312,2039.44995117188,2057.13989257812,3796350000,2057.13989257812,0.457564714665558
2016-05-09,2057.55004882812,2064.14990234375,2054.31005859375,2058.68994140625,3788620000,2058.68994140625,0.0554004787768941
2016-05-10,2062.6298828125,2084.8701171875,2062.6298828125,2084.38989257812,3600200000,2084.38989257812,1.05496434173416
2016-05-11,2083.2900390625,2083.2900390625,2064.4599609375,2064.4599609375,3821980000,2064.4599609375,-0.903862533393272
2016-05-12,2067.169921875,2073.98999023438,2053.1298828125,2064.11010742188,3782390000,2064.11010742188,-0.148019493740971
2016-05-13,2062.5,2066.7900390625,2043.13000488281,2046.60998535156,3579880000,2046.60998535156,-0.770424952651515
2016-05-16,2046.53002929688,2071.8798828125,2046.53002929688,2066.65991210938,3501360000,2066.65991210938,0.983610429572637
2016-05-17,2065.0400390625,2065.68994140625,2040.81994628906,2047.2099609375,4108960000,2047.2099609375,-0.863425298673367
2016-05-18,2044.38000488281,2060.61010742188,2034.48999023438,2047.63000488281,4101320000,2047.63000488281,0.158972402011254
2016-05-19,2044.2099609375,2044.2099609375,2025.91003417969,2040.0400390625,3846770000,2040.0400390625,-0.20398696585392
2016-05-20,2041.88000488281,2058.35009765625,2041.88000488281,2052.32006835938,3507650000,2052.32006835938,0.511296621329209
2016-05-23,2052.22998046875,2055.580078125,2047.26000976562,2048.0400390625,3055480000,2048.0400390625,-0.20416529561141
2016-05-24,2052.64990234375,2079.669921875,2052.64990234375,2076.06005859375,3627340000,2076.06005859375,1.1404846108082
2016-05-25,2078.92993164062,2094.72998046875,2078.92993164062,2090.5400390625,3859160000,2090.5400390625,0.558465547355541
2016-05-26,2091.43994140625,2094.30004882812,2087.080078125,2090.10009765625,3230990000,2090.10009765625,-0.0640632190039897
2016-05-27,2090.06005859375,2099.06005859375,2090.06005859375,2099.06005859375,3079150000,2099.06005859375,0.430609635498008
2016-05-31,2100.1298828125,2103.47998046875,2088.65991210938,2096.94995117188,4514410000,2096.94995117188,-0.151415951301375
2016-06-01,2093.93994140625,2100.96997070312,2085.10009765625,2099.330078125,3525170000,2099.330078125,0.257416013332746
2016-06-02,2097.7099609375,2105.26000976562,2088.59008789062,2105.26000976562,3632720000,2105.26000976562,0.359918624057578
2016-06-03,2104.07006835938,2104.07006835938,2085.36010742188,2099.1298828125,3627780000,2099.1298828125,-0.234791874147378
2016-06-06,2100.830078125,2113.36010742188,2100.830078125,2109.40991210938,3442020000,2109.40991210938,0.408402091807089
2016-06-07,2110.17993164062,2119.21997070312,2110.17993164062,2112.1298828125,3534730000,2112.1298828125,0.0924068674257057
2016-06-08,2112.7099609375,2120.55004882812,2112.7099609375,2119.1201171875,3562060000,2119.1201171875,0.303409193335537
2016-06-09,2115.64990234375,2117.63989257812,2107.72998046875,2115.47998046875,3290320000,2115.47998046875,-0.00803166321666727
2016-06-10,2109.57006835938,2109.57006835938,2089.9599609375,2096.07006835938,3515010000,2096.07006835938,-0.639940820287568
2016-06-13,2091.75,2098.1201171875,2078.4599609375,2079.06005859375,3392030000,2079.06005859375,-0.606666255826461
2016-06-14,2076.64990234375,2081.30004882812,2064.10009765625,2075.32006835938,3759770000,2075.32006835938,-0.0640374664441089
2016-06-15,2077.60009765625,2085.64990234375,2069.80004882812,2071.5,3544720000,2071.5,-0.293612695875956
2016-06-16,2066.36010742188,2079.6201171875,2050.3701171875,2077.98999023438,3628280000,2077.98999023438,0.562819751055405
2016-06-17,2078.19995117188,2078.19995117188,2062.84008789062,2071.21997070312,4952630000,2071.21997070312,-0.335866645787094
2016-06-20,2075.580078125,2100.65991210938,2075.580078125,2083.25,3467440000,2083.25,0.369531484515342
2016-06-21,2085.18994140625,2093.65991210938,2083.02001953125,2088.89990234375,3232880000,2088.89990234375,0.177919568084911
2016-06-22,2089.75,2099.7099609375,2084.36010742188,2085.44995117188,3168160000,2085.44995117188,-0.205768576534274
2016-06-23,2092.80004882812,2113.32006835938,2092.80004882812,2113.32006835938,3297940000,2113.32006835938,0.980505497538587
2016-06-24,2103.81005859375,2103.81005859375,2032.56994628906,2037.41003417969,7597450000,2037.41003417969,-3.1561796248111
2016-06-27,2031.44995117188,2031.44995117188,1991.68005371094,2000.5400390625,5431220000,2000.5400390625,-1.52156897055446
2016-06-28,2006.67004394531,2036.08996582031,2006.67004394531,2036.08996582031,4385810000,2036.08996582031,1.46610659603796
2016-06-29,2042.68994140625,2073.1298828125,2042.68994140625,2070.77001953125,4241740000,2070.77001953125,1.37466179060288
2016-06-30,2073.169921875,2098.93994140625,2070,2098.86010742188,4622820000,2098.86010742188,1.23917413984284
2016-07-01,2099.34008789062,2108.7099609375,2097.89990234375,2102.94995117188,3458890000,2102.94995117188,0.171952286438598
2016-07-05,2095.05004882812,2095.05004882812,2080.86010742188,2088.55004882812,3658380000,2088.55004882812,-0.310255117945073
2016-07-06,2084.42993164062,2100.71997070312,2074.02001953125,2099.72998046875,3909380000,2099.72998046875,0.734015981822068
2016-07-07,2100.419921875,2109.080078125,2089.38989257812,2097.89990234375,3604550000,2097.89990234375,-0.119976939135125
